brand_id,brand_name,level1_category,adg,ado,adq
1083036,FEELIFE,Beauty,5,0,0
1130107,Q'her植感,Beauty,5,0,0
1108501,膨鼠紅茶,Food & Beverages,5,0,0
3901076,Tscinbuny,Mother & Baby,5,0,0
1109630,銘薪,Books,5,0,0
6037180,Oriental White Coffee,Food & Beverages,5,0,0
1108152,紅橘子文化,Books,5,0,0
1216076,Iello,Life & Entertainment,5,0,0
1087334,BLUE TEE GOLF,Sports & Outdoors,5,0,0
6046389,bello,Shoes,5,0,0
5242555,LA ROSEE,Beauty,5,0,0
1104912,mamalove,Mother & Baby,5,0,0
5448172,idealism,Men's Bags& Accessories,5,0,0
3855249,COL90,Health,5,0,0
1099082,UEBA ESOU 上羽繪惣,Beauty,5,0,0
2273415,FULLER HOUSE 富樂屋,Pets,5,0,0
1092973,hama,Hardware & 3C,5,0,0
5072161,MenunderwearPUMP,Men's Apparel,5,0,0
4404519,CURECODE,Beauty,5,0,0
3938354,Corselet,Women's Apparel,5,0,0
2564658,Tech,Home & Living,5,0,0
1090378,Flora Emma 芙兒愛瑪,Home & Living,5,0,0
1083675,DEEPINGCASE,Mobile & Gadgets,5,0,0
1160891,Eat Real,Food & Beverages,5,0,0
1088628,BOSS DO 博士多,Home & Living,5,0,0
1220304,致知學術,Books,5,0,0
1103572,Volley,Shoes,5,0,0
1098032,coesam,Beauty,5,0,0
5191249,湯露選物,Home & Living,5,0,0
2561205,Eaglehurst,Men's Bags& Accessories,5,0,0
5012503,珈大工作室,Home & Living,5,0,0
1219206,rengA,Sports & Outdoors,5,0,0
1099485,德川,Books,5,0,0
1218922,ellrona,Home Electronic,5,0,0
3783703,Phezer,Hardware & 3C,5,0,0
3690529,nobodinoz,Mother & Baby,5,0,0
1816015,LA-FUNS,Shoes,5,0,0
1091269,台灣電力公司,Books,5,0,0
6210688,Ui2,Beauty,5,0,0
1090945,ergodyne,Sports & Outdoors,5,0,0
4690731,Muxincamp,Beauty,5,0,0
3527164,FunYours,Game Kingdom,5,0,0
1094400,Aimez le style,Home & Living,5,0,0
2282138,adol,Hardware & 3C,5,0,0
1091392,Hiroshima,Women Bags,5,0,0
1101869,WOVIE CINEMAS 華威天母影城,Tickets & Services,5,0,0
1096351,Kid O,Mother & Baby,5,0,0
1105665,PearlCo,Home & Living,5,0,0
2561424,Factory Normal,Home & Living,5,0,0
1109369,Survival,Men's Apparel,5,0,0
1107304,生智,Books,5,0,0
1881259,temp pal,Health,5,0,0
4759615,HOTN'THINGS,Food & Beverages,5,0,0
1108267,綺思,Mother & Baby,5,0,0
3684822,HSIU,Women Accessories,5,0,0
1110421,ARTHUR A. LEVINE BOOKS,Books,5,0,0
1112038,SMOKEY JOE'S 冒煙的喬,Tickets & Services,5,0,0
1493388,如果兒童劇團,Mother & Baby,5,0,0
1272795,DRX 達特世,Home & Living,5,0,0
1103915,RUN RUN RUNWAY,Women Bags,5,0,0
1092707,CYPRESS HOME,Home & Living,5,0,0
1098984,TAGLIATORE,Men's Apparel,5,0,0
1989629,Sweet Shop,Women's Apparel,5,0,0
1218142,TERRIS,Beauty,5,0,0
5310064,Questyle,Mobile & Gadgets,5,0,0
1094730,LODIS,Women Bags,5,0,0
1389049,PADIA,Beauty,5,0,0
4780385,LEAVOLU,Beauty,5,0,0
3956502,POPSYNOTE,Beauty,5,0,0
1129741,Dr.seven 蒂爾施,Beauty,5,0,0
1095800,天行社,Books,5,0,0
1110500,BARON'SHOT-SPRINGHOTEL 帥王溫泉大飯店,Tickets & Services,5,0,0
4422000,XMWL,Mother & Baby,5,0,0
4422876,HANRENPAI,Men's Apparel,5,0,0
1107748,知識流,Books,5,0,0
1216657,MARLEY NATURAL,Men's Apparel,5,0,0
1087266,內政部,Books,5,0,0
1098471,布波出版,Books,5,0,0
1096662,La Redoute,Mother & Baby,5,0,0
1112627,norm+,Mobile & Gadgets,5,0,0
1103767,velikoko,Shoes,5,0,0
2387620,My Earthday,Mother & Baby,5,0,0
1646407,京東京造,Mobile & Gadgets,5,0,0
1084103,久雄,Home Electronic,5,0,0
1108557,Simple Life,Women Accessories,5,0,0
1217483,Quirky 巧趣,Home & Living,5,0,0
1160200,BLUE APPLE BOOKS,Mother & Baby,5,0,0
1098531,PACIFIC HEADWEAR,Men's Bags& Accessories,5,0,0
1104965,樂活文化,Books,5,0,0
1215322,Dinharng,Motors,5,0,0
1112317,W.H. Freeman & Co,Books,5,0,0
3089181,AMOROSA,Home & Living,5,0,0
3948649,cxcvck,Women's Apparel,5,0,0
1218790,balparmak,Food & Beverages,5,0,0
2940746,ANHSU,Beauty,5,0,0
3931457,KWP,Motors,5,0,0
3957933,mothersbaby,Mother & Baby,5,0,0
1801836,Maoxin,Mobile & Gadgets,5,0,0
1160410,CHOOSEM 巧施美,Pets,5,0,0
1161056,FUSSION,Men's Apparel,5,0,0
1219532,台中市政府文化局,Books,5,0,0
6102471,Swissvita,Beauty,5,0,0
6227833,WALBRO,Home & Living,5,0,0
6383138,瓜之家,Home & Living,5,0,0
1162785,YOME 優米生活,Mother & Baby,5,0,0
3437820,monday museum (먼데이뮤지엄),Beauty,5,0,0
1111920,RECTO.,Women's Apparel,5,0,0
1112012,SHIERN-CHIU 廣億實業,Hardware & 3C,5,0,0
1104027,東大寺,Home & Living,5,0,0
1219582,合作社,Books,5,0,0
1219674,培根文化,Books,5,0,0
1802148,Oneisall,Home & Living,5,0,0
1086541,i prefer,Women's Apparel,5,0,0
1108440,耕書園,Books,5,0,0
4504702,CARTAN,Home Electronic,5,0,0
5447810,活力提爾 VitaTiere,Pets,5,0,0
1083528,HAS,Mother & Baby,5,0,0
1800841,CkeyiN,Women Accessories,5,0,0
5593268,idealism,Women Accessories,5,0,0
4936740,ADP,Life & Entertainment,4,0,0
5153539,Silver Valley,Sports & Outdoors,4,0,0
1107113,panpantutu,Mother & Baby,4,0,0
1100859,政治大學,Books,4,0,0
5673017,Aftermath,Men's Bags& Accessories,4,0,0
1308384,GOGO Furniture 走走家具,Home & Living,4,0,0
1099183,TAIKAN,Men's Bags& Accessories,4,0,0
1104453,SIRENS,Women's Apparel,4,0,0
1085833,INSTYLE,Beauty,4,0,0
6146539,Between Days,Home & Living,4,0,0
6369127,島語文創,Mother & Baby,4,0,0
1107779,石尚,Mother & Baby,4,0,0
1096352,Burgus Plus,Men's Apparel,4,0,0
1107923,thinkThin,Food & Beverages,4,0,1
2559304,AMUSECOS,Beauty,4,0,0
1417617,FOR TWENTY,Beauty,4,0,0
5685124,dermaFIT,Beauty,4,0,0
1100007,Xhilaration,Women's Apparel,4,0,0
3911949,Nothing But You,Women's Apparel,4,0,0
6202386,colemon,Sports & Outdoors,4,0,0
1737857,ZEFAL,Sports & Outdoors,4,0,0
1107088,TiinLab,Hardware & 3C,4,0,0
5275551,Laniska,Beauty,4,0,0
1097510,abc une face,Women's Apparel,4,0,0
1215210,DC 達欣工程,Home Electronic,4,0,0
1103491,Moda International,Women's Apparel,4,0,0
5582111,Lesstopy,Mother & Baby,4,0,0
1727478,SecuX,Hardware & 3C,4,0,0
1109026,蝴蝶蘭文創,Books,4,0,0
1109803,雅各文創,Books,4,0,0
3694024,MAYJUNE NUTRI,Health,4,0,0
5769561,SHOTAY,Home & Living,4,0,0
6325516,CAREMILLE,Beauty,4,0,0
6311103,RayCue,Hardware & 3C,4,0,0
1086146,AMERICA TODAY,Men's Apparel,4,0,0
1110861,E&T 國寶衛浴,Home & Living,4,0,0
1604299,CRAFTER,Life & Entertainment,4,0,0
1103426,Winnie Connie,Mother & Baby,4,0,0
1109658,simond,Sports & Outdoors,4,0,0
1102401,THE OHIO STATE UNIVERSITY PRESS,Books,4,0,0
1085798,HLWDHBK,Men's Apparel,4,0,0
1110593,C&C California,Women's Apparel,4,0,0
1220321,舉手網絡,Books,4,0,0
1800609,Belushi,Men's Bags& Accessories,4,0,0
3112285,MIAO,Home & Living,4,0,0
6126905,W-ACE,Women Bags,4,0,0
4963812,韓國川陶窯,Home & Living,4,0,0
5053713,湯掌櫃,Food & Beverages,4,0,0
1085245,今古,Books,4,0,0
1084058,EMUGG,Shoes,4,0,0
1236615,慈訊出版,Books,4,0,0
1092488,OROBLU,Women Accessories,4,0,0
2863121,CLERGERIE,Shoes,4,0,0
1130149,Q.ROYAL,Beauty,4,0,0
1216224,KAGOME,Mother & Baby,4,0,0
6209665,滷波牌電子,Life & Entertainment,4,0,0
1090258,及幼文化,Books,4,0,0
4708295,Coolstring,Shoes,4,0,0
1113866,FleaGun,Pets,4,0,0
1103324,曉群,Mother & Baby,4,0,0
1093165,OUCHUANG 歐創,Home & Living,4,0,0
1908589,Vera Bradley,Women Bags,4,0,0
1082045,Campia Moda,Men's Apparel,4,0,0
1083301,AGC 艾杰旭,Mobile & Gadgets,4,0,0
1084126,JIMMY FAIRLY,Women Accessories,4,0,0
1099405,WANDER BEAUTY,Beauty,4,0,0
1106556,myhome 漂亮家居,Books,4,0,0
1478376,LAETIUS,Beauty,4,0,0
1099169,Love Girl,Shoes,4,0,0
1088606,Hachu,Women's Apparel,4,0,0
1082861,世界民航,Books,4,0,0
1091981,Honey LuLu,Women Accessories,4,0,0
1215239,DIGIFAST,Hardware & 3C,4,0,0
1160868,ESTCOUTURE,Women Accessories,4,0,0
5280663,ARWOEIS,Hardware & 3C,4,0,0
4907299,JUFENGYI 聚豐億,Health,4,0,0
2560558,Damteo,Food & Beverages,4,0,0
1085140,人民軍醫,Books,4,0,0
1983466,Light House,Mother & Baby,4,0,0
1216722,MGBELL 瑪琦貝爾,Women Accessories,4,0,0
3057004,ETA,Men's Bags& Accessories,4,0,0
1091907,ATURS,Men's Bags& Accessories,4,0,0
5386246,HAKUGEI,Home Electronic,4,0,0
5027957,星巡文化,Books,4,0,0
1089927,BROWLASH,Beauty,4,0,0
1104119,RYZON,Sports & Outdoors,4,0,0
1081952,GALLARDAGALANT,Women's Apparel,4,0,0
1095704,天祐工房,Men's Apparel,4,0,0
4366261,chuanyue,Home & Living,4,0,0
1082909,IKE BEHAR,Women's Apparel,4,0,0
1090919,COUP DE CHANCE,Women's Apparel,4,0,0
3683200,Elecnova,Home & Living,4,0,0
1106691,STATUS ANXIETY,Women Bags,4,0,0
1197364,統一麵包,Home & Living,4,0,0
1218281,Tao Garden Hotel 桃花園飯店,Tickets & Services,4,0,0
1083979,AIRSHOP 飛機館,Life & Entertainment,4,0,0
1085078,人山人海,Others,4,0,0
1218356,Two Moon,Men's Apparel,4,0,0
1111315,K1X,Shoes,4,0,0
1082582,GCE,Motors,4,0,0
3707641,SOLIBEN,Sports & Outdoors,4,0,0
1092436,Dune LONDON,Shoes,4,0,0
1216331,KRUX,Sports & Outdoors,4,0,0
1628617,W&Emma,Women's Apparel,4,0,0
1214687,BBYB,Women Bags,4,0,0
1100489,VICINI,Shoes,4,0,0
3828494,Ekater Motors,Motors,4,0,0
1110126,鼎王麻辣鍋,Tickets & Services,4,0,0
1087305,Jetstar 捷星,Life & Entertainment,4,0,0
1103278,Zolia,Mother & Baby,4,0,0
1105113,PYRAMID 金字塔,Home Electronic,4,0,0
3661183,HESEKS,Everything Else,4,0,0
1801800,LUNJE,Sports & Outdoors,4,0,0
1095207,Boikido,Mother & Baby,4,0,0
1096903,netmarble Joybomb,Life & Entertainment,4,0,0
3363599,TUTU DU MONDE,Mother & Baby,4,0,0
1388741,BestMassage,Sports & Outdoors,4,0,0
1146946,Relief,Health,4,0,0
1220184,禪天下,Books,4,0,0
1086262,AMG TITANIUM,Sports & Outdoors,4,0,0
1083747,中華穀類食品工業技術研究所,Books,4,0,0
1162358,Phasilab,Beauty,4,0,0
1127010,Justy 家適帝,Women Accessories,4,0,0
1083911,DELHAMANO,Women Bags,4,0,0
4957190,The Highland Soap Co.,Beauty,4,0,0
1126656,Fine Little Day,Home & Living,4,0,0
1447220,WhoiAnn,Women's Apparel,4,0,0
4682998,Cingrow,Men's Bags& Accessories,4,0,0
1084808,IRZ,Beauty,4,0,0
4040383,celderma,Beauty,4,0,0
1097819,Leolani,Life & Entertainment,4,0,0
1096320,Archangel 阿卡天使,Women Bags,4,0,0
5738508,INNNER,Women's Apparel,4,0,0
2451146,MAYCHIC,Beauty,4,0,0
1160233,BUTORA,Sports & Outdoors,4,0,0
1220584,騏鈺實業,Home & Living,4,0,0
5570429,Tkigznw,Home & Living,4,0,0
1082897,IKARI 宜家利,Home & Living,4,0,0
6211566,cast,Life & Entertainment,4,0,0
1098333,MPOW,Home Electronic,4,0,0
1090773,COTTON,Hardware & 3C,4,0,0
1162558,Stayfree,Beauty,4,0,0
5413828,ALTERA,Hardware & 3C,4,0,0
1123818,CHEZ L'ARTISTE,Women's Apparel,4,0,0
5312561,JaneEyre,Women Accessories,4,0,0
3251925,canroo,Pets,4,0,0
1103886,monopoly,Sports & Outdoors,4,0,0
3872951,Mastina,Beauty,4,0,0
5019390,TPNY,Women's Apparel,4,0,0
1110303,7 A.M.,Mother & Baby,4,0,0
5248808,Re.Choose,Home & Living,4,0,0
1802036,Nasty Gal,Women's Apparel,4,0,0
1107521,Troy Lee Designs,Motors,4,0,0
1085594,EVA BOUTIQUE,Beauty,4,0,0
5100276,Hydeout Productions,Life & Entertainment,4,0,0
5592893,Aqua-win,Sports & Outdoors,4,0,0
1088627,Everything Everywhere,Mobile & Gadgets,4,0,0
1103167,智慧大學,Books,4,0,0
1085344,GOLDFISH 金魚牌,Home & Living,4,0,0
1081796,BAGAZIMURI,Women's Apparel,4,0,0
1870308,RARE,Game Kingdom,4,0,0
3768832,XVT,Sports & Outdoors,4,0,0
3771637,KLAME,Women's Apparel,4,0,0
1089231,Giwell 佶偉,Hardware & 3C,4,0,0
6334022,MR keBen,Men's Apparel,4,0,0
6057820,NUTRI-VALUE,Health,4,0,0
1102451,旺福資訊圖書,Books,4,0,0
5465979,KESHAMI,Mobile & Gadgets,4,0,0
1085599,JOYSOUND,Life & Entertainment,4,0,0
1086685,FREE COUNTRY,Mother & Baby,4,0,0
1091913,NICOLE white,Women's Apparel,4,0,0
3697913,Marklife,Home & Living,4,0,0
1217493,RANCH STYLE,Food & Beverages,4,0,0
1094047,Ofalo,Women's Apparel,4,0,0
1082812,ADUOLI 愛朵麗,Women's Apparel,4,0,0
6506064,QUEES 喬氏,Motors,4,0,0
1101313,YABIN,Mother & Baby,4,0,0
1097251,caaocho 可趣,Mother & Baby,4,0,0
1099418,SALVADOR BACHILLER,Men's Bags& Accessories,4,0,0
1082138,IBQ 國瑞,Health,4,0,0
1108515,Silkolene,Motors,4,0,0
1092641,唐莊,Books,4,0,0
1217712,SAVONNERIES BRUXELLOISES,Beauty,4,0,0
1218180,THREE LAYER,Men's Apparel,4,0,0
6354181,艾普創 ipcon,Hardware & 3C,4,0,0
4135377,EAXUS,Motors,4,0,0
1214418,AKSYS,Game Kingdom,4,0,0
1802552,SOUL MAN,Beauty,4,0,0
1095020,MICGEEK 魔音大師,Home Electronic,4,0,0
4053547,Nutriharu,Health,4,0,0
2559017,57N,Beauty,4,0,0
1094518,大多福,Food & Beverages,4,0,0
1090683,Dian Shui Lou 點水樓,Tickets & Services,4,0,0
1095185,KWANI,Women Bags,4,0,0
1161101,Frutti di Nuli 努果,Home & Living,4,0,0
6284557,DROPLET IS DREAM,Shoes,4,0,0
1099798,性林,Books,4,0,0
1093594,NOVAROSSI,Life & Entertainment,4,0,0
5164530,MURANO,Men's Apparel,4,0,0
4148679,HANSUPOWER,Sports & Outdoors,4,0,0
5615408,WOOWMOON,Pets,4,0,0
1089172,十盞燈,Hardware & 3C,4,0,0
1400218,MAYMAY 美美地墊,Mother & Baby,4,0,0
1096060,KayLand,Sports & Outdoors,4,0,0
6227381,slow wear lion,Shoes,4,0,0
5282486,AGILENT,Home Electronic,4,0,0
1084129,GIUDI,Men's Bags& Accessories,4,0,0
3602244,Cica Coffee,Food & Beverages,4,0,0
1097963,MORRIS,Motors,4,0,0
1085717,ALTO PROFESSIONAL,Life & Entertainment,4,0,0
1105420,SOL REPUBLIC,Hardware & 3C,4,0,0
1196674,JINNRAY,Home & Living,4,0,0
1215264,DOUX,Home & Living,4,0,0
2299859,VERICO,Hardware & 3C,4,0,0
2649908,KLH,Home Electronic,4,0,0
3854260,LANYI,Beauty,4,0,0
1083591,GHOSTEK,Mobile & Gadgets,4,0,0
1104155,Yosi Samra,Mother & Baby,4,0,0
1090059,OJICO,Mother & Baby,4,0,0
1128589,COWSHED,Beauty,4,0,0
1092424,grion,Women Bags,4,0,0
1103134,Zetima,Life & Entertainment,4,0,0
3888285,LCIZRONG,Women's Apparel,4,0,0
1105452,Parks Canada Discovery Pass 加拿大國家公園年票,Tickets & Services,4,0,0
1220233,經典人物館,Books,4,0,0
1101912,旅人驛站旅宿連鎖,Tickets & Services,4,0,0
1108177,純愛書坊,Books,4,0,0
1109757,陝西人民,Books,4,0,0
1105323,Rock Revival,Women's Apparel,4,0,0
1219031,ifilters,Home Electronic,4,0,0
3951014,STANLEY SPORTS,Sports & Outdoors,4,0,0
1218220,TOOLBEAN 工具豆,Home & Living,4,0,0
1085760,CHILOON 企隆,Home & Living,4,0,0
2239924,Air Queen,Beauty,4,0,0
1218793,beach lane books,Mother & Baby,4,0,0
1107108,Timberline,Women's Apparel,4,0,0
1102517,ZOOB,Mother & Baby,4,0,0
1095900,MINKA 名家筆,Home & Living,4,0,0
3827283,An'Q,Women's Apparel,4,0,0
1085712,佐川藤井,Women Accessories,4,0,0
1092985,KKW FRAGRANCE,Beauty,4,0,0
6244609,Malymoon,Women's Apparel,4,0,0
1215389,EMoon 意文,Mother & Baby,4,0,0
3681452,meideme,Beauty,4,0,0
5143506,Rival Boxing,Sports & Outdoors,4,0,0
5033368,桔水洋行,Food & Beverages,4,0,0
4877310,LeMythe,Men's Apparel,4,0,0
1679628,十八匠作,Food & Beverages,4,0,0
2562512,Kill Cover,Beauty,4,0,0
4483780,ZAINUO,Men's Bags& Accessories,4,0,0
1092058,augur,Men's Bags& Accessories,4,0,0
2147157,Lusluking,Beauty,4,0,0
2387519,CELONIA,Beauty,4,0,0
4092794,JHKJDNPJ,Hardware & 3C,4,0,0
3032445,唯你生活內著,Women's Apparel,4,0,0
1096888,Atlantic Books,Books,4,0,0
3235168,BambooBebe,Mother & Baby,4,0,0
1218376,ULTEC 優田,Home Electronic,4,0,0
1089353,NanoPower 奈樂跑,Motors,4,0,0
3765080,CHOIR,Men's Apparel,4,0,0
5150064,Lapuan Kankurit,Home & Living,4,0,0
1092538,HUMAN KINETICS,Books,4,0,0
1109144,譚木匠,Beauty,4,0,0
1488812,大禾竹藝工坊,Home & Living,4,0,0
1085116,ALLEGREZZA,Shoes,4,0,0
2559644,Base Alpha Essentials,Women Accessories,4,0,0
1975188,CEDIADING,Sports & Outdoors,4,0,0
5182732,MARUSHIN,Sports & Outdoors,4,0,0
1800791,Cecile,Beauty,4,0,0
1162052,MANHATTAN PASSAGE,Men's Bags& Accessories,4,0,0
1111694,NOLL'S FOR MEN,Beauty,4,0,0
1295848,TAI SO,Home Electronic,4,0,0
3676745,FANTINO,Men's Apparel,4,0,0
1665708,SWEETBURDEN,Women Bags,4,0,0
5283640,HEISHI,Home & Living,4,0,0
1088135,FUSION,Motors,4,0,0
1100432,我們,Books,4,0,0
6349852,KMEIOU,Beauty,4,0,0
4503876,MODU'I,Mother & Baby,4,0,0
1093996,Beyond Closet,Women's Apparel,4,0,0
1096088,ozone,Hardware & 3C,4,0,0
2563942,othep,Sports & Outdoors,4,0,0
1102940,YOROPEN 優樂筆,Home & Living,4,0,0
1161435,Hsinchu City Farmers' Association 新竹市農會,Food & Beverages,4,0,0
1112286,V.TEAM,Sports & Outdoors,4,0,0
3673161,Vegreen,Beauty,4,0,0
4949909,SEEK,Mobile & Gadgets,4,0,0
1217951,Sanpuli 山蒲利,Mother & Baby,4,0,0
5226793,Xywae,Home & Living,4,0,0
4037488,Yiweilian,Life & Entertainment,4,0,0
1219571,台灣米其林,Books,4,0,0
1093708,doll up oops,Women's Apparel,4,0,0
1086369,BITE Beauty,Beauty,4,0,0
1106303,涓豆腐,Food & Beverages,4,0,0
1161986,Lastrum,Life & Entertainment,4,0,0
1161035,FULLCLIP,Sports & Outdoors,4,0,0
1082445,CAPH 中國宇航,Books,4,0,0
1088104,Erenmax 伊人美,Beauty,4,0,0
2565695,Y Magazine,Books,4,0,0
4089016,Haruwellbeing,Health,4,0,0
3360949,Aideepen,Home & Living,4,0,0
4910869,Nature Grand,Health,4,0,0
1220490,金色次元,Books,4,0,0
1086543,JaBook 華雲數位,Books,4,0,0
1197386,貝特音樂,Life & Entertainment,4,0,0
1102821,Well Naturally,Food & Beverages,4,0,0
2144809,meeth,Beauty,4,0,0
5441076,光苒,Pets,4,0,0
3841504,jiujiubaba,Men's Apparel,4,0,0
1111715,Nicolas&bears,Mother & Baby,4,0,0
1141700,榴小妞,Home & Living,4,0,0
4957154,MANI,Beauty,4,0,0
1085829,佳儷xBFiT,Tickets & Services,4,0,0
1092777,Hygisoft,Home & Living,4,0,0
2559725,Beksul,Food & Beverages,4,0,0
1220041,水月文化,Books,4,0,0
6200098,GOEERR,Hardware & 3C,4,0,0
4474818,GEEKTC,Hardware & 3C,4,0,0
1108960,藍門文化,Books,4,0,0
1101704,VONZIPPER,Women Accessories,4,0,0
1102747,ROMI 羅米兔,Mother & Baby,4,0,0
3786275,Feiguohai,Women's Apparel,4,0,0
2565346,Silky Hug,Beauty,4,0,0
1220657,Bevis,Men's Apparel,4,0,0
1085611,FOOTBALL ZOO,Sports & Outdoors,4,0,0
4863665,LUVUM,Beauty,4,0,0
1107336,產業經濟新聞社,Books,4,0,0
1095385,Bonnie Baby,Mother & Baby,4,0,0
6221625,blacklabel,Home Electronic,4,0,0
4883792,JR,Beauty,4,0,0
1101570,Univerval Muse,Women's Apparel,4,0,0
2564271,Suntique,Beauty,4,0,0
2559135,Aeib,Home Electronic,4,0,0
2559180,AIRBOSS,Mother & Baby,4,0,0
1101719,VOODOO LAB,Life & Entertainment,4,0,0
1197261,天時福,Food & Beverages,4,0,0
2986670,GLAMOROUS,Women's Apparel,4,0,0
5959923,Realmira,Women Accessories,4,0,0
1215027,COLETTE 蔻蕾,Beauty,4,0,0
1591223,savar,Beauty,4,0,0
1096878,CRISTINA GAVIOLI,Women's Apparel,4,0,0
1141781,甲克虫,Home & Living,4,0,0
1921819,With Me,Sports & Outdoors,4,0,0
1326785,SINBON,Home Electronic,4,0,0
3149278,SMANIE,Sports & Outdoors,4,0,0
1090699,Focus jewelry,Women Accessories,4,0,0
1088617,Everyday KARMAKAMET,Women Bags,4,0,0
1084886,CHATEAU DE VERSAILLES,Beauty,4,0,0
4217783,爵林,Food & Beverages,4,0,0
1089049,Hana 錵,Tickets & Services,4,0,0
6078450,VOLCAN&APHRODITE,Women's Apparel,4,0,0
1100765,VIKING 維京輪胎,Motors,4,0,0
2562077,Huan,Life & Entertainment,4,0,0
1220527,雅典木桶,Home & Living,4,0,0
6336917,溯行,Life & Entertainment,4,0,0
1100993,SCHUTZ,Shoes,4,0,0
1102939,SHEARERS,Shoes,4,0,0
5379990,AOCHELOR,Life & Entertainment,4,0,0
2240019,Gangbly,Beauty,4,0,0
1299187,BAIDU 百度,Tickets & Services,4,0,0
5372198,Li Dex,Hardware & 3C,4,0,0
3523028,HIROKO BIS,Women's Apparel,4,0,0
1087465,ANNVITA,Women Accessories,4,0,0
1090423,Heavy Machine,Shoes,4,0,0
1083454,JENN LEE,Women's Apparel,4,0,0
1837015,Smartisan,Mobile & Gadgets,4,0,0
5025089,RANCLAI,Hardware & 3C,4,0,0
5150128,boptoys,Women Accessories,4,0,0
3728885,UBER,Motors,4,0,0
1108237,綠呼吸,Home & Living,4,0,0
1104534,PROMISE 喬鼎科技,Hardware & 3C,4,0,0
3437773,METROMALEWEAR (메트로메일웨어),Men's Apparel,4,0,0
1218942,fFlat5,Hardware & 3C,4,0,0
4377012,誠宣緣,Home & Living,4,0,0
1975304,今一,Health,4,0,0
2668899,essilor,Women Accessories,4,0,0
1093372,OUTLAW EFFECTS,Life & Entertainment,4,0,0
1103624,RPTN DENIM,Men's Apparel,4,0,0
4782115,OYXJJP,Shoes,4,0,0
1219572,台灣經濟研究院,Books,4,0,0
3251920,taga,Mother & Baby,4,0,0
1108895,董氏基金會,Books,4,0,0
1108301,美勞教育,Books,4,0,0
6046295,COFFEE VOLUMIZING SHAMPOO,Beauty,4,0,0
1478970,Clinico,Health,4,0,0
5999015,FEIYUKE,Sports & Outdoors,4,0,0
1091205,CPS CHAPS,Women's Apparel,4,0,0
1092129,KING TUN 金盾,Motors,4,0,0
1109800,雅典娜書坊,Books,4,0,0
6356557,YiRight 依正,Hardware & 3C,4,0,0
3620177,BARONECE 百諾禮士,Men's Apparel,4,0,0
1096350,LVG Legend Vogue,Women Accessories,4,0,0
1090432,NCKU 國立成功大學,Books,4,0,0
1109612,sessun,Women's Apparel,4,0,0
3192651,kliou,Women's Apparel,4,0,0
5694367,mana,Health,4,0,0
1102885,春風文藝,Books,4,0,0
6307966,KodyboLL,Beauty,4,0,0
1995440,山德力,Home & Living,4,0,0
1112092,Safe2Go,Mother & Baby,4,0,0
1095859,CliqueFie,Mobile & Gadgets,4,0,0
5690609,SINANO,Sports & Outdoors,4,0,0
1105892,Perseus 博脩斯,Men's Bags& Accessories,4,0,0
1123619,Ispa,Beauty,4,0,0
1096180,女書店,Books,4,0,0
1111231,JAMES BOND 007,Beauty,4,0,0
4899094,SPRING COLOR,Hardware & 3C,4,0,0
1802764,Twitch,Hardware & 3C,4,0,0
1569672,東風,Life & Entertainment,4,0,0
1109135,講義堂,Books,4,0,0
4099487,wozew,Motors,4,0,0
1111326,KEVIN1969,Shoes,4,0,0
6139240,TACTFLOW,Home & Living,4,0,0
6204551,ZO&FRIENDS,Life & Entertainment,4,0,0
3871069,Hihippo,Home & Living,4,0,0
1110057,鴻穀生醫,Health,4,0,0
5023755,BIOBUNBAN,Health,4,0,0
3989520,LISHIBAO,Home & Living,4,0,0
2024535,UDON,Food & Beverages,4,0,0
1106964,牧村圖書,Books,4,0,0
4442473,金牪,Food & Beverages,4,0,0
1081934,FAHERTY,Women's Apparel,4,0,0
1089495,ecoffee cup,Home & Living,4,0,0
6204808,Pureal,Beauty,4,0,0
1098529,常春樹,Books,4,0,0
1101309,RICTA,Sports & Outdoors,4,0,0
6434069,Orz,Motors,4,0,0
1109598,金門縣文化局,Books,4,0,0
1096310,MISSGUIDED,Women's Apparel,4,0,0
5041715,EUROCAFE,Home Electronic,4,0,0
1106212,Tai Tong 台童,Mother & Baby,4,0,0
3779649,Casubaris,Home & Living,4,0,0
4881964,JUJULINE,Beauty,4,0,0
1111166,I-PI,Hardware & 3C,4,0,0
1092908,dazzle carat,Beauty,4,0,0
3066896,Vitamin Story,Health,4,0,0
1215923,HOT SPACE 爆熱空間,Everything Else,4,0,0
1125989,Face+,Beauty,4,0,0
1800947,David Jones,Women Bags,4,0,0
5248891,OGZ,Beauty,4,0,0
1108702,茴香戀戀溫泉會館,Tickets & Services,4,0,0
1217816,SMOKUS FOCUS,Life & Entertainment,4,0,0
2152132,MyJae,Sports & Outdoors,4,0,0
5083579,Lando,Life & Entertainment,4,0,0
1093245,Bella House,Home & Living,4,0,0
2562455,Kang Daniel,Life & Entertainment,4,0,0
1086491,i cure,Women Accessories,4,0,0
1101816,SELECTED,Men's Apparel,4,0,0
3582615,XIANG DUCK 享鴨,Tickets & Services,4,0,0
2564491,PURIPIA,Beauty,4,0,0
1095841,Karine 卡瑞妮,Shoes,4,0,0
1111564,MSKN2ND,Men's Bags& Accessories,4,0,0
4061616,CALMMIND,Men's Apparel,4,0,0
4242070,Skyvii,Beauty,4,0,0
6305201,eplatoys,Mother & Baby,4,0,0
